Name of the Journal,Website URL,Editor URL,Archive URL,Contact URL,ISSN
Journal of Anesthesiology and Pain Research ,https://www.omicsonline.org/journal-anesthesiology-pain-research.php,https://www.omicsonline.org/editorialboard-journal-anesthesiology-pain-research.php,https://www.omicsonline.org/archive-journal-anesthesiology-pain-research.php,https://www.omicsonline.org/contact-journal-anesthesiology-pain-research.php, 
Journal of Cardiovascular Diseases & Diagnosis Open Access Journal,https://www.omicsonline.org/cardiovascular-diseases-diagnosis.php,https://www.omicsonline.org/editorialboard-cardiovascular-diseases-diagnosis-open-access.php,https://www.omicsonline.org/archive-cardiovascular-diseases-diagnosis-open-access.php,https://www.omicsonline.org/contact-cardiovascular-diseases-diagnosis-open-access.php, ISSN: 2329-9517
Journal of Clinical & Experimental Cardiology Open Access Journal,https://www.omicsonline.org/clinical-experimental-cardiology.php,https://www.omicsonline.org/editorialboard-clinical-experimental-cardiology-open-access.php,https://www.omicsonline.org/archive-clinical-experimental-cardiology-open-access.php,https://www.omicsonline.org/contact-clinical-experimental-cardiology-open-access.php, ISSN: 2155-9880
Journal of Clinical & Experimental Dermatology Research Open Access Journal,https://www.omicsonline.org/clinical-experimental-dermatology-research.php,https://www.omicsonline.org/editorialboard-clinical-experimental-dermatology-research-open-access.php,https://www.omicsonline.org/archive-clinical-experimental-dermatology-research-open-access.php,https://www.omicsonline.org/contact-clinical-experimental-dermatology-research-open-access.php, ISSN: 2155-9554
"Journal of Clinical & Experimental Ophthalmology Open Access Journal, Official Journal of Afro-Asian Council of Ophthalmology",https://www.omicsonline.org/clinical-experimental-ophthalmology.php,https://www.omicsonline.org/editorialboard-clinical-experimental-ophthalmology-open-access.php,https://www.omicsonline.org/archive-clinical-experimental-ophthalmology-open-access.php,https://www.omicsonline.org/contact-clinical-experimental-ophthalmology-open-access.php, ISSN: 2155-9570
Journal of Clinical & Experimental Pathology Open Access Journal,https://www.omicsonline.org/clinical-experimental-pathology.php,https://www.omicsonline.org/editorialboard-clinical-experimental-pathology-open-access.php,https://www.omicsonline.org/archive-clinical-experimental-pathology-open-access.php,https://www.omicsonline.org/contact-clinical-experimental-pathology-open-access.php, ISSN: 2161-0681
Journal of Clinical and Experimental Endocrinology ,https://www.omicsonline.org/journal-clinical-experimental-endocrionology.php,https://www.omicsonline.org/editorialboard-journal-clinical-experimental-endocrionology.php,https://www.omicsonline.org/archive-journal-clinical-experimental-endocrionology.php,https://www.omicsonline.org/contact-journal-clinical-experimental-endocrionology.php, 
Journal of Clinical and Experimental Transplantation Open Access Journal,https://www.omicsonline.org/clinical-experimental-transplantation.php,https://www.omicsonline.org/editorialboard-clinical-experimental-transplantation.php,https://www.omicsonline.org/archive-clinical-experimental-transplantation.php,https://www.omicsonline.org/contact-clinical-experimental-transplantation.php, ISSN: 2475-7640
Journal of Clinical and Medical Sciences ,https://www.omicsonline.org/clinical-medical-sciences.php,https://www.omicsonline.org/editorialboard-clinical-medical-sciences.php,https://www.omicsonline.org/archive-clinical-medical-sciences.php,https://www.omicsonline.org/contact-clinical-medical-sciences.php, 
Journal of Clinical Case Reports Open Access Journal,https://www.omicsonline.org/clinical-case-reports.php,https://www.omicsonline.org/editorialboard-clinical-case-reports-open-access.php,https://www.omicsonline.org/archive-clinical-case-reports-open-access.php,https://www.omicsonline.org/contact-clinical-case-reports-open-access.php, ISSN: 2165-7920
Journal of Clinical Diabetes ,https://www.omicsonline.org/journal-clinical-diabetes.php,https://www.omicsonline.org/editorialboard-journal-clinical-diabetes.php,https://www.omicsonline.org/archive-journal-clinical-diabetes.php,https://www.omicsonline.org/contact-journal-clinical-diabetes.php, 
Journal of Clinical Research ,https://www.omicsonline.org/journal-clinical-research.php,https://www.omicsonline.org/editorialboard-journal-clinical-research.php,https://www.omicsonline.org/archive-journal-clinical-research.php,https://www.omicsonline.org/contact-journal-clinical-research.php, 
Journal of Clinical Research & Bioethics Open Access Journal,https://www.omicsonline.org/clinical-research-bioethics.php,https://www.omicsonline.org/editorialboard-clinical-research-bioethics-open-access.php,https://www.omicsonline.org/archive-clinical-research-bioethics-open-access.php,https://www.omicsonline.org/contact-clinical-research-bioethics-open-access.php, ISSN: 2155-9627
Journal of Clinical Toxicology Open Access Journal,https://www.omicsonline.org/clinical-toxicology.php,https://www.omicsonline.org/editorialboard-clinical-toxicology-open-access.php,https://www.omicsonline.org/archive-clinical-toxicology-open-access.php,https://www.omicsonline.org/contact-clinical-toxicology-open-access.php, ISSN: 2161-0495
Journal of Clinical Trials Open Access Journal,https://www.omicsonline.org/clinical-trials.php,https://www.omicsonline.org/editorialboard-clinical-trials-open-access.php,https://www.omicsonline.org/archive-clinical-trials-open-access.php,https://www.omicsonline.org/contact-clinical-trials-open-access.php, ISSN: 2167-0870
Journal of Coronary Heart Diseases ,https://www.omicsonline.org/journal-coronary-heart-diseases.php,https://www.omicsonline.org/editorialboard-journal-coronary-heart-diseases.php,https://www.omicsonline.org/archive-journal-coronary-heart-diseases.php,https://www.omicsonline.org/contact-journal-coronary-heart-diseases.php, 
Journal of Cosmetology & Trichology Open Access Journal,https://www.omicsonline.org/cosmetology-trichology.php,https://www.omicsonline.org/editorialboard-cosmetology-trichology.php,https://www.omicsonline.org/archive-cosmetology-trichology.php,https://www.omicsonline.org/contact-cosmetology-trichology.php, ISSN: 2471-9323
Journal of Dental Science and Medicine Open Access Journal,https://www.omicsonline.org/dental-science-medicine.php,https://www.omicsonline.org/editorialboard-dental-science-medicine.php,https://www.omicsonline.org/archive-dental-science-medicine.php,https://www.omicsonline.org/contact-dental-science-medicine.php, 
Journal of Dermatitis Open Access Journal,https://www.omicsonline.org/dermatitis.php,https://www.omicsonline.org/editorialboard-dermatitis.php,https://www.omicsonline.org/archive-dermatitis.php,https://www.omicsonline.org/contact-dermatitis.php, 
Journal of Eye Diseases and Disorders Open Access Journal,https://www.omicsonline.org/eye-diseases-and-disorders.php,https://www.omicsonline.org/editorialboard-eye-diseases-and-disorders.php,https://www.omicsonline.org/archive-eye-diseases-and-disorders.php,https://www.omicsonline.org/contact-eye-diseases-and-disorders.php, 
Journal of Genome ,https://www.omicsonline.org/journal-genome.php,https://www.omicsonline.org/editorialboard-journal-genome.php,https://www.omicsonline.org/archive-journal-genome.php,https://www.omicsonline.org/contact-journal-genome.php, 
Journal of Infectious Diseases & Preventive Medicine Open Access Journal,https://www.omicsonline.org/ancient-diseases-preventive-remedies.php,https://www.omicsonline.org/editorialboard-ancient-diseases-preventive-remedies-open-access.php,https://www.omicsonline.org/archive-ancient-diseases-preventive-remedies-open-access.php,https://www.omicsonline.org/contact-ancient-diseases-preventive-remedies-open-access.php, ISSN: 2329-8731
Journal of Interventional and General Cardiology ,https://www.omicsonline.org/journal-interventional-general-cardiology.php,https://www.omicsonline.org/editorialboard-journal-interventional-general-cardiology.php,https://www.omicsonline.org/archive-journal-interventional-general-cardiology.php,https://www.omicsonline.org/contact-journal-interventional-general-cardiology.php, 
Journal of Ocular Infection and Inflammation ,https://www.omicsonline.org/journal-ocular-infection-inflammation.php,https://www.omicsonline.org/editorialboard-journal-ocular-infection-inflammation.php,https://www.omicsonline.org/archive-journal-ocular-infection-inflammation.php,https://www.omicsonline.org/contact-journal-ocular-infection-inflammation.php, 
Journal of Phonetics & Audiology Open Access Journal,https://www.omicsonline.org/phonetics-audiology.php,https://www.omicsonline.org/editorialboard-phonetics-audiology.php,https://www.omicsonline.org/archive-phonetics-audiology.php,https://www.omicsonline.org/contact-phonetics-audiology.php, ISSN: 2471-9455
Journal of Speech Pathology & Therapy Open Access Journal,https://www.omicsonline.org/speech-pathology-therapy.php,https://www.omicsonline.org/editorialboard-speech-pathology-therapy.php,https://www.omicsonline.org/archive-speech-pathology-therapy.php,https://www.omicsonline.org/contact-speech-pathology-therapy.php, ISSN: 2472-5005
Journal of Surgery and Anesthesia Open Access Journal,https://www.omicsonline.org/surgery-anesthesia.php,https://www.omicsonline.org/editorialboard-surgery-anesthesia.php,https://www.omicsonline.org/archive-surgery-anesthesia.php,https://www.omicsonline.org/contact-surgery-anesthesia.php, 
Journal of Surgical Pathology and Diagnosis ,https://www.omicsonline.org/journal-surgical-pathology-diagnosis.php,https://www.omicsonline.org/editorialboard-journal-surgical-pathology-diagnosis.php,https://www.omicsonline.org/archive-journal-surgical-pathology-diagnosis.php,https://www.omicsonline.org/contact-journal-surgical-pathology-diagnosis.php, 
Journal of Vasculitis Open Access Journal,https://www.omicsonline.org/vasculitis.php,https://www.omicsonline.org/editorialboard-vasculitis.php,https://www.omicsonline.org/archive-vasculitis.php,https://www.omicsonline.org/contact-vasculitis.php, ISSN: 2471-9544
Neonatal and Pediatric Medicine Open Access Journal,https://www.omicsonline.org/neonatal-and-pediatric-medicine.php,https://www.omicsonline.org/editorialboard-neonatal-and-pediatric-medicine.php,https://www.omicsonline.org/archive-neonatal-and-pediatric-medicine.php,https://www.omicsonline.org/contact-neonatal-and-pediatric-medicine.php, ISSN: 2572-4983
Optometry: Open Access Open Access Journal,https://www.omicsonline.org/optometry.php,https://www.omicsonline.org/editorialboard-optometry.php,https://www.omicsonline.org/archive-optometry.php,https://www.omicsonline.org/contact-optometry.php, ISSN: 2476-2075
Pediatric Dental Care Open Access Journal,https://www.omicsonline.org/pediatric-dental-care.php,https://www.omicsonline.org/editorialboard-pediatric-dental-care.php,https://www.omicsonline.org/archive-pediatric-dental-care.php,https://www.omicsonline.org/contact-pediatric-dental-care.php, ISSN: 2573-444X
Toxicology: Open Access Open Access Journal,https://www.omicsonline.org/toxicology.php,https://www.omicsonline.org/editorialboard-toxicology.php,https://www.omicsonline.org/archive-toxicology.php,https://www.omicsonline.org/contact-toxicology.php, ISSN: 2476-2067
Transplant Reports : Open Access Open Access Journal,https://www.omicsonline.org/transplant-reports.php,https://www.omicsonline.org/editorialboard-transplant-reports.php,https://www.omicsonline.org/archive-transplant-reports.php,https://www.omicsonline.org/contact-transplant-reports.php, 
Advances in Recycling & Waste Management Open Access Journal,https://www.omicsonline.org/advances-in-recycling-waste-management.php,https://www.omicsonline.org/editorialboard-advances-in-recycling-waste-management.php,https://www.omicsonline.org/archive-advances-in-recycling-waste-management.php,https://www.omicsonline.org/contact-advances-in-recycling-waste-management.php, ISSN: 2475-7675
